source_system,source_code,target_system,target_code
"http://terminology.hl7.org/CodeSystem/icd9cm","59970","http://hl7.org/fhir/sid/icd-10","R31.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","59971","http://hl7.org/fhir/sid/icd-10","R31.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","59972","http://hl7.org/fhir/sid/icd-10","R31.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","59972","http://hl7.org/fhir/sid/icd-10","R31.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","59981","http://hl7.org/fhir/sid/icd-10","N36.41"
"http://terminology.hl7.org/CodeSystem/icd9cm","59982","http://hl7.org/fhir/sid/icd-10","N36.42"
"http://terminology.hl7.org/CodeSystem/icd9cm","59983","http://hl7.org/fhir/sid/icd-10","N36.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","59984","http://hl7.org/fhir/sid/icd-10","N36.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","59989","http://hl7.org/fhir/sid/icd-10","N39.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","5999","http://hl7.org/fhir/sid/icd-10","N36.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","5999","http://hl7.org/fhir/sid/icd-10","N39.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","60000","http://hl7.org/fhir/sid/icd-10","N40.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","60001","http://hl7.org/fhir/sid/icd-10","N40.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","60010","http://hl7.org/fhir/sid/icd-10","N40.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","60011","http://hl7.org/fhir/sid/icd-10","N40.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","60020","http://hl7.org/fhir/sid/icd-10","N40.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","60021","http://hl7.org/fhir/sid/icd-10","N40.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6003","http://hl7.org/fhir/sid/icd-10","N42.83"
"http://terminology.hl7.org/CodeSystem/icd9cm","60090","http://hl7.org/fhir/sid/icd-10","N40.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","60091","http://hl7.org/fhir/sid/icd-10","N40.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6010","http://hl7.org/fhir/sid/icd-10","N41.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6011","http://hl7.org/fhir/sid/icd-10","N41.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6012","http://hl7.org/fhir/sid/icd-10","N41.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6013","http://hl7.org/fhir/sid/icd-10","N41.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6014","http://hl7.org/fhir/sid/icd-10","N51"
"http://terminology.hl7.org/CodeSystem/icd9cm","6018","http://hl7.org/fhir/sid/icd-10","N41.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6018","http://hl7.org/fhir/sid/icd-10","N41.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6019","http://hl7.org/fhir/sid/icd-10","N41.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6020","http://hl7.org/fhir/sid/icd-10","N42.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6021","http://hl7.org/fhir/sid/icd-10","N42.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6022","http://hl7.org/fhir/sid/icd-10","N42.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6023","http://hl7.org/fhir/sid/icd-10","N42.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6028","http://hl7.org/fhir/sid/icd-10","N42.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6029","http://hl7.org/fhir/sid/icd-10","N42.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6030","http://hl7.org/fhir/sid/icd-10","N43.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6031","http://hl7.org/fhir/sid/icd-10","N43.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6038","http://hl7.org/fhir/sid/icd-10","N43.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6039","http://hl7.org/fhir/sid/icd-10","N43.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6040","http://hl7.org/fhir/sid/icd-10","N45.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","60490","http://hl7.org/fhir/sid/icd-10","N45.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","60490","http://hl7.org/fhir/sid/icd-10","N45.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","60490","http://hl7.org/fhir/sid/icd-10","N45.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","60491","http://hl7.org/fhir/sid/icd-10","N51"
"http://terminology.hl7.org/CodeSystem/icd9cm","60499","http://hl7.org/fhir/sid/icd-10","N45.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","60499","http://hl7.org/fhir/sid/icd-10","N45.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","60499","http://hl7.org/fhir/sid/icd-10","N45.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","605","http://hl7.org/fhir/sid/icd-10","N47.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","605","http://hl7.org/fhir/sid/icd-10","N47.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","605","http://hl7.org/fhir/sid/icd-10","N47.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6060","http://hl7.org/fhir/sid/icd-10","N46.01"
"http://terminology.hl7.org/CodeSystem/icd9cm","6061","http://hl7.org/fhir/sid/icd-10","N46.11"
"http://terminology.hl7.org/CodeSystem/icd9cm","6068","http://hl7.org/fhir/sid/icd-10","N46.029"
"http://terminology.hl7.org/CodeSystem/icd9cm","6069","http://hl7.org/fhir/sid/icd-10","N46.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6070","http://hl7.org/fhir/sid/icd-10","N48.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6071","http://hl7.org/fhir/sid/icd-10","N47.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","6071","http://hl7.org/fhir/sid/icd-10","N48.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6072","http://hl7.org/fhir/sid/icd-10","N48.29"
"http://terminology.hl7.org/CodeSystem/icd9cm","6073","http://hl7.org/fhir/sid/icd-10","N48.30"
"http://terminology.hl7.org/CodeSystem/icd9cm","60781","http://hl7.org/fhir/sid/icd-10","N48.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","60782","http://hl7.org/fhir/sid/icd-10","N50.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","60783","http://hl7.org/fhir/sid/icd-10","N48.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","60784","http://hl7.org/fhir/sid/icd-10","N52.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","60785","http://hl7.org/fhir/sid/icd-10","N48.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","60789","http://hl7.org/fhir/sid/icd-10","N48.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","60789","http://hl7.org/fhir/sid/icd-10","N48.82"
"http://terminology.hl7.org/CodeSystem/icd9cm","60789","http://hl7.org/fhir/sid/icd-10","N48.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6079","http://hl7.org/fhir/sid/icd-10","N48.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6080","http://hl7.org/fhir/sid/icd-10","N49.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6081","http://hl7.org/fhir/sid/icd-10","N43.40"
"http://terminology.hl7.org/CodeSystem/icd9cm","60820","http://hl7.org/fhir/sid/icd-10","N44.00"
"http://terminology.hl7.org/CodeSystem/icd9cm","60821","http://hl7.org/fhir/sid/icd-10","N44.01"
"http://terminology.hl7.org/CodeSystem/icd9cm","60822","http://hl7.org/fhir/sid/icd-10","N44.02"
"http://terminology.hl7.org/CodeSystem/icd9cm","60823","http://hl7.org/fhir/sid/icd-10","N44.03"
"http://terminology.hl7.org/CodeSystem/icd9cm","60824","http://hl7.org/fhir/sid/icd-10","N44.04"
"http://terminology.hl7.org/CodeSystem/icd9cm","6083","http://hl7.org/fhir/sid/icd-10","N50.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6084","http://hl7.org/fhir/sid/icd-10","N49.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","60881","http://hl7.org/fhir/sid/icd-10","N51"
"http://terminology.hl7.org/CodeSystem/icd9cm","60882","http://hl7.org/fhir/sid/icd-10","R36.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","60883","http://hl7.org/fhir/sid/icd-10","N50.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","60884","http://hl7.org/fhir/sid/icd-10","N50.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","60885","http://hl7.org/fhir/sid/icd-10","N50.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","60886","http://hl7.org/fhir/sid/icd-10","N50.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","60887","http://hl7.org/fhir/sid/icd-10","N53.14"
"http://terminology.hl7.org/CodeSystem/icd9cm","60889","http://hl7.org/fhir/sid/icd-10","N44.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","60889","http://hl7.org/fhir/sid/icd-10","N44.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","60889","http://hl7.org/fhir/sid/icd-10","N50.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","60889","http://hl7.org/fhir/sid/icd-10","N50.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","60889","http://hl7.org/fhir/sid/icd-10","N53.12"
"http://terminology.hl7.org/CodeSystem/icd9cm","6089","http://hl7.org/fhir/sid/icd-10","N50.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6089","http://hl7.org/fhir/sid/icd-10","R10.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6100","http://hl7.org/fhir/sid/icd-10","N60.09"
"http://terminology.hl7.org/CodeSystem/icd9cm","6101","http://hl7.org/fhir/sid/icd-10","N60.19"
"http://terminology.hl7.org/CodeSystem/icd9cm","6102","http://hl7.org/fhir/sid/icd-10","N60.29"
"http://terminology.hl7.org/CodeSystem/icd9cm","6103","http://hl7.org/fhir/sid/icd-10","N60.39"
"http://terminology.hl7.org/CodeSystem/icd9cm","6104","http://hl7.org/fhir/sid/icd-10","N60.49"
"http://terminology.hl7.org/CodeSystem/icd9cm","6108","http://hl7.org/fhir/sid/icd-10","N60.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6109","http://hl7.org/fhir/sid/icd-10","N60.99"
"http://terminology.hl7.org/CodeSystem/icd9cm","6110","http://hl7.org/fhir/sid/icd-10","N61"
"http://terminology.hl7.org/CodeSystem/icd9cm","6111","http://hl7.org/fhir/sid/icd-10","N62"
"http://terminology.hl7.org/CodeSystem/icd9cm","6112","http://hl7.org/fhir/sid/icd-10","N64.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6113","http://hl7.org/fhir/sid/icd-10","N64.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6114","http://hl7.org/fhir/sid/icd-10","N64.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6115","http://hl7.org/fhir/sid/icd-10","N64.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6116","http://hl7.org/fhir/sid/icd-10","N64.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","61171","http://hl7.org/fhir/sid/icd-10","N64.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","61172","http://hl7.org/fhir/sid/icd-10","N63"
"http://terminology.hl7.org/CodeSystem/icd9cm","61179","http://hl7.org/fhir/sid/icd-10","N64.51"
"http://terminology.hl7.org/CodeSystem/icd9cm","61179","http://hl7.org/fhir/sid/icd-10","N64.52"
"http://terminology.hl7.org/CodeSystem/icd9cm","61179","http://hl7.org/fhir/sid/icd-10","N64.53"
"http://terminology.hl7.org/CodeSystem/icd9cm","61179","http://hl7.org/fhir/sid/icd-10","N64.59"
"http://terminology.hl7.org/CodeSystem/icd9cm","61181","http://hl7.org/fhir/sid/icd-10","N64.81"
"http://terminology.hl7.org/CodeSystem/icd9cm","61182","http://hl7.org/fhir/sid/icd-10","N64.82"
"http://terminology.hl7.org/CodeSystem/icd9cm","61183","http://hl7.org/fhir/sid/icd-10","N64.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","61189","http://hl7.org/fhir/sid/icd-10","N64.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6119","http://hl7.org/fhir/sid/icd-10","N64.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6120","http://hl7.org/fhir/sid/icd-10","N65.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6121","http://hl7.org/fhir/sid/icd-10","N65.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6140","http://hl7.org/fhir/sid/icd-10","N70.01"
"http://terminology.hl7.org/CodeSystem/icd9cm","6140","http://hl7.org/fhir/sid/icd-10","N70.02"
"http://terminology.hl7.org/CodeSystem/icd9cm","6140","http://hl7.org/fhir/sid/icd-10","N70.03"
"http://terminology.hl7.org/CodeSystem/icd9cm","6141","http://hl7.org/fhir/sid/icd-10","N70.11"
"http://terminology.hl7.org/CodeSystem/icd9cm","6141","http://hl7.org/fhir/sid/icd-10","N70.12"
"http://terminology.hl7.org/CodeSystem/icd9cm","6141","http://hl7.org/fhir/sid/icd-10","N70.13"
"http://terminology.hl7.org/CodeSystem/icd9cm","6142","http://hl7.org/fhir/sid/icd-10","N70.91"
"http://terminology.hl7.org/CodeSystem/icd9cm","6142","http://hl7.org/fhir/sid/icd-10","N70.92"
"http://terminology.hl7.org/CodeSystem/icd9cm","6142","http://hl7.org/fhir/sid/icd-10","N70.93"
"http://terminology.hl7.org/CodeSystem/icd9cm","6143","http://hl7.org/fhir/sid/icd-10","N73.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6144","http://hl7.org/fhir/sid/icd-10","N73.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6144","http://hl7.org/fhir/sid/icd-10","N73.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6145","http://hl7.org/fhir/sid/icd-10","N73.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6146","http://hl7.org/fhir/sid/icd-10","N73.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","6147","http://hl7.org/fhir/sid/icd-10","N73.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6148","http://hl7.org/fhir/sid/icd-10","N73.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6149","http://hl7.org/fhir/sid/icd-10","N73.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6150","http://hl7.org/fhir/sid/icd-10","N71.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6151","http://hl7.org/fhir/sid/icd-10","N71.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6159","http://hl7.org/fhir/sid/icd-10","N71.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6160","http://hl7.org/fhir/sid/icd-10","N72"
"http://terminology.hl7.org/CodeSystem/icd9cm","61610","http://hl7.org/fhir/sid/icd-10","N76.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","61610","http://hl7.org/fhir/sid/icd-10","N76.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","61610","http://hl7.org/fhir/sid/icd-10","N76.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","61610","http://hl7.org/fhir/sid/icd-10","N76.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","61611","http://hl7.org/fhir/sid/icd-10","N77.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6162","http://hl7.org/fhir/sid/icd-10","N75.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6163","http://hl7.org/fhir/sid/icd-10","N75.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6164","http://hl7.org/fhir/sid/icd-10","N76.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","61650","http://hl7.org/fhir/sid/icd-10","N76.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","61651","http://hl7.org/fhir/sid/icd-10","N77.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","61681","http://hl7.org/fhir/sid/icd-10","N76.81"
"http://terminology.hl7.org/CodeSystem/icd9cm","61689","http://hl7.org/fhir/sid/icd-10","N75.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","61689","http://hl7.org/fhir/sid/icd-10","N76.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","61689","http://hl7.org/fhir/sid/icd-10","N76.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6169","http://hl7.org/fhir/sid/icd-10","N73.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6170","http://hl7.org/fhir/sid/icd-10","N80.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6171","http://hl7.org/fhir/sid/icd-10","N80.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6172","http://hl7.org/fhir/sid/icd-10","N80.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6173","http://hl7.org/fhir/sid/icd-10","N80.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6174","http://hl7.org/fhir/sid/icd-10","N80.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6175","http://hl7.org/fhir/sid/icd-10","N80.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","6176","http://hl7.org/fhir/sid/icd-10","N80.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","6178","http://hl7.org/fhir/sid/icd-10","N80.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6179","http://hl7.org/fhir/sid/icd-10","N80.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","61800","http://hl7.org/fhir/sid/icd-10","N81.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","61801","http://hl7.org/fhir/sid/icd-10","N81.10"
"http://terminology.hl7.org/CodeSystem/icd9cm","61801","http://hl7.org/fhir/sid/icd-10","N81.11"
"http://terminology.hl7.org/CodeSystem/icd9cm","61802","http://hl7.org/fhir/sid/icd-10","N81.12"
"http://terminology.hl7.org/CodeSystem/icd9cm","61803","http://hl7.org/fhir/sid/icd-10","N81.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","61804","http://hl7.org/fhir/sid/icd-10","N81.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","61805","http://hl7.org/fhir/sid/icd-10","N81.81"
"http://terminology.hl7.org/CodeSystem/icd9cm","61809","http://hl7.org/fhir/sid/icd-10","N81.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6181","http://hl7.org/fhir/sid/icd-10","N81.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6182","http://hl7.org/fhir/sid/icd-10","N81.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6183","http://hl7.org/fhir/sid/icd-10","N81.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6184","http://hl7.org/fhir/sid/icd-10","N81.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6185","http://hl7.org/fhir/sid/icd-10","N99.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6186","http://hl7.org/fhir/sid/icd-10","N81.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","6187","http://hl7.org/fhir/sid/icd-10","N81.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","61881","http://hl7.org/fhir/sid/icd-10","N81.82"
"http://terminology.hl7.org/CodeSystem/icd9cm","61882","http://hl7.org/fhir/sid/icd-10","N81.83"
"http://terminology.hl7.org/CodeSystem/icd9cm","61883","http://hl7.org/fhir/sid/icd-10","N81.84"
"http://terminology.hl7.org/CodeSystem/icd9cm","61884","http://hl7.org/fhir/sid/icd-10","N81.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","61884","http://hl7.org/fhir/sid/icd-10","N81.85"
"http://terminology.hl7.org/CodeSystem/icd9cm","61889","http://hl7.org/fhir/sid/icd-10","N81.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6189","http://hl7.org/fhir/sid/icd-10","N81.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6190","http://hl7.org/fhir/sid/icd-10","N82.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6190","http://hl7.org/fhir/sid/icd-10","N82.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6191","http://hl7.org/fhir/sid/icd-10","N82.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6192","http://hl7.org/fhir/sid/icd-10","N82.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","6198","http://hl7.org/fhir/sid/icd-10","N82.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6199","http://hl7.org/fhir/sid/icd-10","N82.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6200","http://hl7.org/fhir/sid/icd-10","N83.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6201","http://hl7.org/fhir/sid/icd-10","N83.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6202","http://hl7.org/fhir/sid/icd-10","N83.20"
"http://terminology.hl7.org/CodeSystem/icd9cm","6202","http://hl7.org/fhir/sid/icd-10","N83.29"
"http://terminology.hl7.org/CodeSystem/icd9cm","6203","http://hl7.org/fhir/sid/icd-10","N83.33"
"http://terminology.hl7.org/CodeSystem/icd9cm","6204","http://hl7.org/fhir/sid/icd-10","N83.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6205","http://hl7.org/fhir/sid/icd-10","N83.53"
"http://terminology.hl7.org/CodeSystem/icd9cm","6206","http://hl7.org/fhir/sid/icd-10","N83.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6207","http://hl7.org/fhir/sid/icd-10","N83.7"
"http://terminology.hl7.org/CodeSystem/icd9cm","6208","http://hl7.org/fhir/sid/icd-10","N83.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6208","http://hl7.org/fhir/sid/icd-10","N99.83"
"http://terminology.hl7.org/CodeSystem/icd9cm","6209","http://hl7.org/fhir/sid/icd-10","N83.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6210","http://hl7.org/fhir/sid/icd-10","N84.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6211","http://hl7.org/fhir/sid/icd-10","N85.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6212","http://hl7.org/fhir/sid/icd-10","N85.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","62130","http://hl7.org/fhir/sid/icd-10","N85.00"
"http://terminology.hl7.org/CodeSystem/icd9cm","62131","http://hl7.org/fhir/sid/icd-10","N85.01"
"http://terminology.hl7.org/CodeSystem/icd9cm","62132","http://hl7.org/fhir/sid/icd-10","N85.02"
"http://terminology.hl7.org/CodeSystem/icd9cm","62133","http://hl7.org/fhir/sid/icd-10","N85.02"
"http://terminology.hl7.org/CodeSystem/icd9cm","62134","http://hl7.org/fhir/sid/icd-10","N85.01"
"http://terminology.hl7.org/CodeSystem/icd9cm","62135","http://hl7.org/fhir/sid/icd-10","N85.02"
"http://terminology.hl7.org/CodeSystem/icd9cm","6214","http://hl7.org/fhir/sid/icd-10","N85.7"
"http://terminology.hl7.org/CodeSystem/icd9cm","6215","http://hl7.org/fhir/sid/icd-10","N85.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","6216","http://hl7.org/fhir/sid/icd-10","N85.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6217","http://hl7.org/fhir/sid/icd-10","N85.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","6218","http://hl7.org/fhir/sid/icd-10","N85.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6219","http://hl7.org/fhir/sid/icd-10","N85.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6220","http://hl7.org/fhir/sid/icd-10","N86"
"http://terminology.hl7.org/CodeSystem/icd9cm","62210","http://hl7.org/fhir/sid/icd-10","N87.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","62211","http://hl7.org/fhir/sid/icd-10","N87.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","62212","http://hl7.org/fhir/sid/icd-10","N87.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6222","http://hl7.org/fhir/sid/icd-10","N88.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","6223","http://hl7.org/fhir/sid/icd-10","N88.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6224","http://hl7.org/fhir/sid/icd-10","N88.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6225","http://hl7.org/fhir/sid/icd-10","N88.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6226","http://hl7.org/fhir/sid/icd-10","N88.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6227","http://hl7.org/fhir/sid/icd-10","N84.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6228","http://hl7.org/fhir/sid/icd-10","N88.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6229","http://hl7.org/fhir/sid/icd-10","N88.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6230","http://hl7.org/fhir/sid/icd-10","N89.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6231","http://hl7.org/fhir/sid/icd-10","N89.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6232","http://hl7.org/fhir/sid/icd-10","N89.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","6232","http://hl7.org/fhir/sid/icd-10","N99.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6233","http://hl7.org/fhir/sid/icd-10","N89.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","6234","http://hl7.org/fhir/sid/icd-10","N89.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6235","http://hl7.org/fhir/sid/icd-10","N89.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6236","http://hl7.org/fhir/sid/icd-10","N89.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6237","http://hl7.org/fhir/sid/icd-10","N84.2"
"http://terminology.hl7.org/CodeSystem/icd9cm","6238","http://hl7.org/fhir/sid/icd-10","N89.8"
"http://terminology.hl7.org/CodeSystem/icd9cm","6239","http://hl7.org/fhir/sid/icd-10","N89.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","62401","http://hl7.org/fhir/sid/icd-10","N90.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","62402","http://hl7.org/fhir/sid/icd-10","N90.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","62409","http://hl7.org/fhir/sid/icd-10","N90.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","6241","http://hl7.org/fhir/sid/icd-10","N90.5"
"http://terminology.hl7.org/CodeSystem/icd9cm","6242","http://hl7.org/fhir/sid/icd-10","N90.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6243","http://hl7.org/fhir/sid/icd-10","N90.6"
"http://terminology.hl7.org/CodeSystem/icd9cm","6244","http://hl7.org/fhir/sid/icd-10","N90.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6245","http://hl7.org/fhir/sid/icd-10","N90.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6246","http://hl7.org/fhir/sid/icd-10","N84.3"
"http://terminology.hl7.org/CodeSystem/icd9cm","6248","http://hl7.org/fhir/sid/icd-10","N90.7"
"http://terminology.hl7.org/CodeSystem/icd9cm","6248","http://hl7.org/fhir/sid/icd-10","N90.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","6249","http://hl7.org/fhir/sid/icd-10","N90.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","6250","http://hl7.org/fhir/sid/icd-10","N94.1"
"http://terminology.hl7.org/CodeSystem/icd9cm","6251","http://hl7.org/fhir/sid/icd-10","N94.2"
