source_code,target_code,target_display
4236735,40560008,Actinomyces
4171208,42177007,Pulse slow
435656,387712008,Neonatal jaundice
44803533,729021000000108,Referral to virtual ward
4171214,42201002,Nasal mucosa dry
4236751,9080004,Ruta
4138451,426166007,Dix-Hallpike maneuver
4138456,426177001,ECG: sinus bradycardia
4302311,78261002,Coarse tremor
4138476,426252008,MRI of whole body
4105711,282642005,Does crouch
4105727,282920006,Unable to sit up
140803,42265009,Idiopathic urticaria
4105732,282940004,Difficulty bending down
4171269,276796006,Atrial tachycardia
4105736,282950003,Does bend to reach feet
4171274,276822007,Malignant melanoma of rectum
4204042,308908006,Ulcer of shin
4105740,282956009,Does straighten up
4105741,282961006,Does squat
4204047,308921004,Neurological symptom
4105747,29513000,Irrigation with syringe
140821,45352006,Spasm
4138517,306098008,Self-referral
435740,76902006,Tetanus
4302366,418926001,Harvesting of stem cells
4105765,29596007,Hypercapnia
4040231,229471009,Neck stretching
435754,363412000,Malignant tumor of ascending colon
4302381,386423001,Physical restraint
4138543,32422007,Hemi-neglect
75311,29070004,Fibrosclerosis of breast
4171313,294478009,Allergy to nitrofurantoin
4171315,294487000,Allergy to ciprofloxacin
4302396,386472008,Telephone consultation
4040252,229565001,Low power laser therapy
4204092,318474009,Metoprolol tartrate 100 mg oral tablet
4204093,318475005,Metoprolol tartrate 50 mg oral tablet
4335168,231487004,Persistent delusional disorder
4302405,386507003,Active listening
435782,83746006,Chronic schizophrenia
435783,58214004,Schizophrenia
4302407,386519006,Aspiration precautions
435785,7180009,Meningitis
4204102,318632005,Carvedilol 25 mg oral tablet
4204105,318656009,Minoxidil 5 mg oral tablet
435789,53165003,Megaloblastic anemia
435790,44865000,Secondary polycythemia
4204110,318820009,Captopril 12.5 mg oral tablet
4204111,318821008,Captopril 25 mg oral tablet
75345,2602008,Hemarthrosis of shoulder region
4204114,318900007,Ramipril 1.25 mg oral capsule
435796,34095006,Dehydration
4236884,405752007,Congenital atrial septal defect
4073047,223458004,Informing
4204121,318962001,Valsartan 80 mg oral capsule
4204125,319134001,Isosorbide mononitrate 20 mg oral tablet
4073055,223476006,Reassuring
4040299,16453004,Operation on stomach
4138603,426302001,Digital fasciectomy
4236910,9097005,Stigma
435829,16063004,Rheumatic disease of heart valve
4302456,78456001,Normal menstrual cycle
4302457,78459008,Double incontinence
4302461,78475006,Hepatitis E virus
435839,234097001,Lymphedema
4335231,432152009,MRI of sacral spine
4269699,365608001,Folic acid level - finding
4269704,365636006,Finding of blood group
4302474,78768009,Subconjunctival hemorrhage
4204176,309037001,Transfer status
140949,128869009,Infestation by Sarcoptes scabiei var hominis
4269717,365697000,Urine culture: organisms - finding
4269722,365705006,Antimicrobial susceptibility - finding
4204187,309088003,Renal mass
4105886,281647001,Adverse reaction
4105893,281690000,Hand print mark
4204199,53057004,Hand pain
4236973,56633006,HLA-A serotyping
4236983,56681004,Cerebral alteration
4040383,118629009,Functional training
4302528,386585008,Functional disorder
4171457,294585005,Allergy to doxycycline
4302532,386609006,Procedure on vein
4105925,29567006,MRI of brain and brain stem
4236996,56757003,Scraping
4204229,54038000,Insecurity
4302536,386616007,Shallow breathing
4302535,386614005,Slow shallow breathing
763588,443371000124107,Obese class I
763589,443381000124105,Obese class II
4302538,386620006,No added salt diet
4040397,118703003,Procedure on shoulder
4302540,386636008,No added sugar diet
4073167,224379008,Semi-retired
4302550,386666001,Pupils equal and reacting to light
435928,89362005,Abnormal weight loss
4237017,405824009,Genetic test
4302555,386692008,Menorrhagia
4138715,264970003,Reopening of abdomen
435937,51178009,Sudden infant death syndrome
4073186,224484003,Patient themselves providing care
4269800,62548007,Nocturnal cough
4040425,229688009,Extrapyramidal dysarthria
4204269,319477006,Naftidrofuryl oxalate 100 mg oral capsule
141038,3545003,Diastolic dysfunction
4073199,24443003,Total thyroidectomy
4237053,91081006,Vasodilatation
4171519,49575005,Shooting pain
4171521,49578007,Shortened PR interval
4237062,91335003,Mural thrombus of heart
4269839,365761000,Sodium level - finding
4269849,365794002,Serum cholesterol level - finding
4335395,432355004,Malfunction of cardiac pacemaker
4007716,10184002,Recurrent cholangitis
4269861,365828000,Specific gravity - finding
4171556,419193008,Ankle ulcer
4171555,419185008,Blood plasma
75555,409711008,Viral labyrinthitis
436010,55017000,Heat edema
436011,89684003,Bends
4171569,4223005,Parkinsonism due to drug
4302643,418242004,Denuded skin
4171572,42239005,Carbohydrate diet
4171571,42238002,Proctoscopy
75576,10743008,Irritable bowel syndrome
4204345,309251006,Able to read
4204346,309252004,Unable to read
4106043,281791007,Oral antibiotic therapy
4302652,418285008,Angioplasty of blood vessel
75580,52231000,Chronic ulcerative proctitis
4302654,418290006,Itching
4106046,281798001,Oral fluid replacement
4171584,276068009,Changed job
436033,76272004,Syphilis
436027,186658007,Coxsackie virus disease
4171582,276059007,Giving up work
436038,10087007,Infection by Schistosoma
4073287,177010002,Chronic infectious disease
436040,1214006,Infection by Strongyloides
4106058,281864001,Non-traumatic intracranial subdural hematoma
4171595,275942009,New medication added
4204367,54121002,Monkey
4237140,56925008,Abnormal sexual function
4138837,3238004,Pericarditis
4138841,32395001,Courser
4171615,276025008,Electrolyte regulation
4171616,276030007,Travel abroad
75617,201819000,Degenerative joint disease involving multiple joints
4237151,56977002,Idiopathic edema
4171619,276039008,No caregiver
4237157,56991008,Discission
436070,34713006,Vitamin D deficiency
4040549,118794001,Procedure on lung
436073,69322001,Psychotic disorder
4106092,29679002,Carrier of disorder
436077,248290002,Developmental delay
4171629,294700000,Allergy to fluticasone
4204399,54986009,Engaged to be married
4040560,118823008,Procedure on gallbladder
4237169,405951008,Abscess of pleural cavity
4040562,118837004,Procedure on appendix
75635,55300003,Cramp
4138868,265157000,Total prosthetic replacement of hip joint using cement
4138870,265170009,Total prosthetic replacement of knee joint using cement
436087,58901008,Excitement
4269943,63459005,Clinical infection
4237178,408643008,Infiltrating duct carcinoma of breast
4040570,118851004,Procedure on kidney
436091,95883001,Bacterial meningitis
436093,67406007,Disseminated intravascular coagulation
4204414,318633000,Carvedilol 3.125 mg oral tablet
4204415,318635007,Carvedilol 6.25 mg oral tablet
436096,82423001,Chronic pain
4007805,121870001,Troponin I measurement
75650,29738008,Proteinuria
436100,60380001,Narcolepsy
436108,30041005,Acute angle-closure glaucoma
4204429,318783003,Doxazosin (as doxazosin mesylate) 4 mg oral tablet
4302736,78502005,Lactose free diet
4237202,91434003,Pulmonic valve regurgitation
4302739,78514002,Thigh pain
4302740,78516000,Fracture of sternum
4171675,49673009,Coronary angiography using two catheters
4237213,91485006,Participation in ward rounds
4302749,78545003,Tenotomy
4171683,49710005,Sinus bradycardia
4302765,78623009,Endometritis
141232,93655004,Malignant melanoma of skin
4138931,305342007,Admission to ward
4138933,305351004,Admission to intensive care unit
4171708,42069006,Myxoid transformation of mitral valve
4270017,401269004,Fear of falling
141253,14304000,Disorder of thyroid gland
4270024,401314000,Acute non-ST segment elevation myocardial infarction
4270025,401315004,Smith-Magenis syndrome
4204503,308292007,Transfer of care
4302809,418526005,Prevention education
75741,65110003,Tropical pyomyositis
4335585,232687005,Endobronchial intubation
4073443,224091008,Closest relatives
4106216,29570005,Leigh's disease
4270057,63550006,Staphylococcus warneri
436204,5309003,Subcutaneous hematoma
4237292,57095008,Pseudohallucinations
4007917,1109001,Varanus salvator
4335599,232122003,Relative afferent pupillary defect
4138992,32838008,Asterixis
436209,75591007,Fracture of fibula
4171763,274480009,Cast removal
4237306,57152006,Repair of hallux valgus
436222,419284004,Altered mental status
4302848,387972009,Bird
436233,274625009,Delayed milestone
436235,271801002,Taste sense altered
4007950,111029001,Acrokerato-elastoidosis
4040720,118945008,Disorder of skull
4204563,318896009,Perindopril erbumine 2 mg oral tablet
4204564,318897000,Perindopril erbumine 4 mg oral tablet
4204565,318902004,Ramipril 5 mg oral capsule
4040728,11900001,Semen analysis
4139033,426201006,Interpreter not available
4139035,426206001,Constant pain
4237341,408820001,Lives with husband
4139038,426224004,"Oriented to person, time and place"
4204573,318963006,Valsartan 160 mg oral capsule
4040739,118233009,Finding of activity of daily living
4204587,319223009,Nifedipine 10 mg oral capsule
4237356,91644008,Neurectasis
4204589,319305003,Nicorandil 10 mg oral tablet
4106285,25618008,Psychological symptom
4171825,48499001,Increased body mass index
4302898,78710008,Corneal reflex absent
4302899,78715003,Subdeltoid bursitis
4171829,48504001,"Iron measurement, urine"
436278,84416003,Contusion of thigh
4171838,48543002,Nevus of Ito
4139070,305450004,Under care of doctor
4302920,78823007,Life support procedure
4171852,486006,Acute vascular insufficiency
4302925,78962002,Kissing
4106317,256399003,HLA matched platelets
4139090,305543001,Under care of neurosurgeon
75860,14760008,Constipation
4106326,282927009,Does lie down
4106332,282966001,Unable to sit
4106333,282968000,Does not sit
4106334,282971008,Able to stand
4106339,282982000,Does kneel
141411,212400009,Scalp injury
436333,74050005,Orf virus disease
436334,77506005,Infection by Trypanosoma cruzi
4204655,308440001,Referral to social worker
4171889,420025004,Non-accidental injury
75897,36186002,Polyarthropathy
4139129,3265006,Candida
4270203,63757006,Osler's node
75899,125615005,Traumatic dislocation of shoulder region
4335745,232284007,Migrainous vertigo
4335746,232285008,Benign recurrent vertigo
4204677,54956002,Gastrostomy
75910,2089002,Osteitis deformans
75909,76069003,Disorder of bone
4139144,32709003,Addiction
4171909,274676007,Tingling of skin
4073610,224407007,Works at home
4171915,274718005,Orchitis
4171917,274724004,Localized edema
4302993,388077003,Order Rodentia
4237458,58150001,Fracture of clavicle
4204692,55046007,Reamputation
4171926,274783007,Ketonuria
4171928,274786004,Examination of cranial nerve
4171930,274789006,Examination of hand
4073634,243121000,Medical therapy
436389,31956009,Cocaine dependence
4008102,111985007,Chronic abdominal pain
44804271,711331000000102,Leg pain on elevation
436409,274093008,Abnormal pupil
4073658,17796002,Transient acantholytic dermatosis
4008125,12178007,Nephrogenous proteinuria
4139198,426485003,Percutaneous transluminal thrombolysis of artery
4270276,36440009,Failure to gain weight
4139206,426525004,Sustained ventricular tachycardia
4171974,48638002,Nephrocalcinosis
4303053,78559005,Operative procedure on shoulder
4106448,179597004,Primary open reduction of traumatic dislocation of joint
4335825,433236007,Transthoracic echocardiography
4171988,48684007,Pharmacokinetic study
4303062,78603008,Biopsy of lung
4040923,118442004,Drainage of abscess
4171995,48713002,Amyloid nephropathy
40478941,444316004,Seasonal allergy
436446,109747007,Cracked tooth
4008159,102492002,Failure to maintain weight
4237536,361063004,Lack of education
4008161,102506008,Well child
4139237,307048004,Feeling isolated
40478951,444325005,Bilateral deep vein thrombosis of lower extremities
4303087,419567006,Delirious
40478959,444332001,Aware of prognosis
436466,46090001,Balanoposthitis
4073719,224457004,On maternity leave
4139262,32750006,Inspection
4073730,223493006,Documenting observations
4270340,62731002,Increasing frequency of cough
4204811,308870004,Dysplasia of colon
4335886,231850002,Orbital emphysema
4040974,16589005,Femoral endarterectomy
4204819,308906005,Secondary bacterial pneumonia
4040980,16618004,Polyclonal gammopathy
4237595,58250006,Scalding pain on urination
4040994,16573007,Senile cardiac amyloidosis
141608,41565005,Periodontitis
4008242,112082005,Inappropriate behavior
4237628,409055009,Ineffective tissue perfusion
4008253,112144000,Blood group A
4106571,29746009,Normal distribution
4008269,12188008,Parainfluenza
4106574,29753000,Focal onset epileptic seizure
76122,35929003,Brown's tendon sheath syndrome
4237659,90906005,Vestibulo-ocular reflex finding
141663,60168000,Osteomyelitis
4303202,78691002,Staggering gait
4270441,366463006,Shifting abdominal dullness
76150,54609002,Ulcer of rectum
4303233,78809005,Gastric polyp
4303234,7881005,Acute necrotizing pancreatitis
4139394,307201006,Dilutional hyponatremia
4270472,6292008,Obturator sign
436621,23511006,Meningococcal infectious disease
4041107,118630004,Division
4270484,62972009,Extraction
4303258,419760006,Bacterial vaginosis
4008354,207984009,Fracture of second cervical vertebra
76196,50442003,Palindromic rheumatism
4270502,63043004,Injury of artery
4106664,282972001,Does stand
4106665,282975004,Able to bend
4106666,282986002,Unable to turn
4041131,22803001,Normal respiratory function
4106667,282987006,Does turn
4106668,282988001,Does not turn
436658,85670002,Vitamin deficiency
436659,87522002,Iron deficiency anemia
4139442,32566006,Dysmetria
4204978,53836006,Secondary hemochromatosis
4237748,58401002,Surgical removal of residual tooth roots
4303284,38617005,Dental phobia
436665,13746004,Bipolar disorder
436667,39423001,Stuttering
4008381,112211004,Genetic translation
4204989,53888004,Disturbance in sleep behavior
436670,75934005,Metabolic disease
4204991,53891004,Lichen simplex chronicus
4237761,58460004,Blood group O
436675,56882008,Anorexia nervosa
436676,47505003,Posttraumatic stress disorder
4303299,386239006,Circulatory precautions
436677,17226007,Adjustment disorder
44804551,766501000000105,Multiple pressure ulcers
44804553,766561000000109,Adult safeguarding concern
436684,54304004,Progressive bulbar palsy
37398991,716388009,Able to access garden
4336080,431069006,Packed red blood cells
4106708,29695002,Throbbing pain
4106709,29862005,Paraumbilical hernia
40479192,441481004,Chronic systolic heart failure
4270553,36649002,Clonus
4106714,29893006,Peak expiratory flow measurement
4237786,406608004,Infection due to Staphylococcus epidermidis
436700,18265008,Exophthalmos
600537,1004115000,Middle ear effusion
4139486,264312008,Liquid
4139485,264311001,Evaluation of iron stores
4041181,166589006,Serum angiotensin-converting enzyme measurement
4041191,1654001,Corticosteroid-induced open angle glaucoma
4041193,16545005,Operation on nervous system
37399017,716864001,Hemorrhagic fever with renal syndrome
4106745,179718008,Open excision of intra-articular osteophyte
4237824,91109007,Gastric varices
600588,1119303003,Post-acute COVID-19
4172302,4969004,Sinus headache
4205083,309253009,Difficulty reading
4172321,420227002,Recommendation to
4041249,118635009,Revision
44804649,781091000000100,Worsening balance
4074027,176716008,Sacrocolpopexy
4139567,307376002,Referral to community rehabilitation
436785,83561009,Spinal stenosis in cervical region
4074035,219006,Current drinker
4074037,21906008,Vocal fremitus finding
4303413,386308007,First aid
4041270,118711008,Procedure on hip
600632,1144748009,Impaired concentration
600630,1144674006,Adequately hydrated
4139578,307408003,Ischemic toe
4303419,386335003,Infection protection
4041279,118212000,Parity finding
4041284,118228005,Functional finding
4303428,386348004,Limit setting
4139590,32665003,Scrotal hernia
4041287,118240005,Finding by method
4303433,386352004,Administration of drug or medicament via epidural route
4303434,386358000,Medication administration: intravenous
4237898,58503001,"Mycobacterium, avium-intracellulare group"
4139597,32684000,Aspergillus fumigatus
4237902,56987003,BSP clearance study
4205137,54016002,Mobitz type I incomplete atrioventricular block
436817,424196004,Feeling nervous
4041304,229811005,Foot callus
4205144,54061003,Portable electroencephalogram
4074077,24496007,Hemorrhoidectomy
141917,198033005,Balanitis xerotica obliterans
4205160,324570005,Nitrofurantoin 50 mg oral capsule
4008552,111360009,Obstipation
4008556,111374002,Pseudocyst of pancreas
141933,68225006,Alopecia areata
44804717,781471000000108,Over 75 health check invitation
4336238,86991001,Abnormal consistency
4336243,870006,Carbamazepine measurement
4336254,87065009,Dystrophia unguium
4008578,111559003,Spontaneous hypoglycemia
141955,391987005,Pectus excavatum
4008580,11157007,Ventricular bigeminy
141960,106076001,Skin finding
4106888,2992000,Pigmentary pallidal degeneration
600715,1325161000000102,Post-COVID-19 syndrome
4041356,16514006,Moist skin
4172432,49765009,Hyperpigmentation of skin
4172434,49782006,Genus Mucor
4237972,406787003,Aripiprazole 10 mg oral tablet
4237973,406788008,Aripiprazole 15 mg oral tablet
4172438,49795001,Total pneumonectomy
40479386,444408007,Tubular adenoma
600733,1365881000000108,Seen by paramedic
4172446,4984008,Microcytic normochromic anemia
436900,186464008,Mycoplasma infection
76458,77880009,Rectal pain
4303531,418928000,Blood eosinophil number below reference range
4205229,309431009,Arthroscopy of knee
4270766,63571001,"Magnesium measurement, serum"
600753,1157303009,Requires follow-up
4270772,63603005,Primate erythroparvovirus 1
4205238,309464009,Elbow fracture
4336317,231078002,Convulsive therapy
4303556,386460002,Group education
4172486,42192008,Purulent sputum
76487,1343000,Deep transverse arrest
4205254,309522006,Tenderness of neck
4205255,309523001,Artificial lens present
142026,271966006,Disorder of cardiovascular prostheses and implants
4139722,305662006,Seen by cardiologist
436940,237602007,Metabolic syndrome X
4139726,305670001,Seen by dermatologist
40479439,444463001,Replacement of bilateral knee joints
4303568,386509000,Airway management
4238032,57231008,Acute pericardial effusion
4139728,305684006,Seen by neurologist
4303570,386517008,Area restriction
4238036,57243009,Urinary fistula
436944,31658008,Chronic paranoid schizophrenia
4139734,305702004,Seen by surgeon
4303576,386549008,Normal appearance
436956,75331009,Evans syndrome
436962,193462001,Insomnia
4172515,277132007,Therapeutic procedure
4238060,57348003,Portal vein obstruction
4139759,3304005,Bronchial compression
4205298,55288009,Genus Vesiculovirus
4336371,8708008,Sharp pain
436986,80093006,Enophthalmos
4336384,87132004,Opioid withdrawal
436996,233984007,Thoracoabdominal aortic aneurysm
4107023,282146009,Does walk
4074255,17891004,Sustained clonus
4008721,111812000,Atypical mycobacterial infection
4205330,319773006,Aspirin 75 mg orodispersible tablet
4107025,282151003,Does walk on the flat
4008724,111843007,Viral gastroenteritis
76565,40257000,Contusion of shoulder region
4008726,111901001,Bronchocentric granulomatosis
4107030,282167009,Able to walk up hill
4107032,282169007,Does walk up hill
44804891,782631000000100,Ketone measurement
4008733,11193009,Metallic taste
4107039,282192007,Able to walk up stairs
4107040,282199003,Does walk down stairs
4238113,9126005,Menstrual spotting
437027,95531001,Hemorrhagic duodenitis
4270887,399992009,Erythroderma
44804908,782891000000103,Bed rail risk assessment
437038,34436003,Blood in urine
4303663,418272005,CT angiography with contrast
4041529,166610007,Serum bilirubin measurement
4074298,176837007,Intrauterine contraceptive device procedure
4041531,166646003,Alanine aminotransferase outside reference range
4041536,166685005,Electrolytes within reference range
40479553,441509002,Cardiac pacemaker in situ
4107074,29923002,Shaving
4172611,50048006,At increased risk for deficient fluid volume
4074307,224964008,No injuries apparent
76611,125594001,Injury of shoulder region
4074308,224971003,Feeling aggressive
4074309,224972005,Feeling bitter
437064,239838005,Chondrocalcinosis
4107080,29827000,Excision of bilateral fallopian tubes and ovaries
4336456,231169005,Local anesthetic femoral nerve block
4074313,8943002,Excessive weight gain
4172618,50070009,Excision of umbilicus
4139853,425677008,Pain radiating to left arm
4336464,232717009,Coronary artery bypass graft
4270932,63901009,Pain in testicle
4041556,166833005,Serum LDL cholesterol measurement
4074326,225068002,Red cell exchange transfusion
4074324,225063006,Flushing cannula
40479576,441530006,Chronic diastolic heart failure
4139864,426263006,Congestive heart failure due to left ventricular systolic dysfunction
4074328,225082002,Emptying urinary catheter
437078,12138000,Large head
4074335,225106003,Preparation of bowel for procedure
4205408,308540004,Inpatient stay
40479583,441536000,Iatrogenic pneumothorax
4139873,305758007,Seen by research nurse
4205407,308537004,Monitoring status
4139872,305757002,Seen by nurse practitioner
40479589,441541008,Takotsubo cardiomyopathy
4172647,42351005,Basophil count
4205415,55350005,Hungry
4139879,305788003,Seen by pharmacist
40479594,441546003,Periprosthetic fracture
40479606,441557008,Septic pulmonary embolism
4205432,55446002,Genetic mutation
437113,13791008,Asthenia
437121,269081000,Open fracture of lower end of humerus
4139907,3274008,Flat chest
76685,91637004,Myasthenia gravis
4074392,179010008,Primary open reduction of fracture of bone and intramedullary fixation
4008858,111974005,Normal second heart sound S-2
4008859,111975006,Prolonged QT interval
4336540,86785008,Bigamy
4041629,118446001,Percutaneous aspiration
4139934,32911000,Homeless
4107165,282205005,Does initiate walking
4271003,400054000,Rheumatoid vasculitis
4041637,118470002,Internal skeletal fixation
4041643,118480003,Application of cast
4041644,118481004,Strapping procedure
4271020,400136002,Amputation of upper limb
44805039,761371000000104,Prescription cancelled
44805042,761411000000100,Able to change stoma bag
76725,30037006,Anal fissure
4107189,282319008,Does stand alone
4008892,112099006,Trousseau sign
4205502,439569004,Resuscitation
4008894,112108005,Pill rolling
4041664,230145002,Difficulty breathing
4008896,112110007,"Glasgow coma scale, 4"
44805058,761571000000106,At risk of financial abuse
4074445,225175003,Emptying stoma bag
4205519,308646001,Death certification
4205522,308663002,Porcine aortic valve replacement
437202,58265007,Giardiasis
4205526,308681004,Prosthetic arthroplasty of shoulder
4074455,225210009,Locked door procedure
4205528,308687000,Aortic murmur
4041689,229701006,Developmental articulatory dyspraxia
4074459,224498006,Living with caregiver
4205534,308722001,Patient asked to attend
37399518,716320004,Enterovirus RNA not detected
4140001,426307007,ECG: junctional rhythm
4205539,308739004,Repositioning
437222,55735004,Respiratory syncytial virus infection
37399530,716452003,Able to sustain attention
76784,81808003,Hemarthrosis
437233,109989006,Multiple myeloma
4041716,167025001,Blood oxygen level within reference range
4140023,426408003,Semi-Fowler's position
4205560,55574009,Cardiac function testing
4041725,167096006,Plasma fasting glucose measurement
437247,234347009,Anemia of chronic disease
4205578,55679008,Peribronchial pneumonia
4008971,10191004,Anticoagulant effect
40479758,443089001,Pseudoaneurysm
44805136,750511000000101,Biliary sepsis
437264,89765005,Tobacco dependence syndrome
4172820,423171007,Elevation of head of bed
4205590,53309004,Skin test
4336668,86924002,Gallium scan
4238364,408027002,Risedronate sodium 35 mg oral tablet
4205596,319940007,Bezafibrate 200 mg oral tablet
4238367,408037007,Rosuvastatin (as rosuvastatin calcium) 20 mg oral tablet
4336673,86933000,Heavy drinker
4205602,324920004,Quinine sulfate 300 mg oral tablet
4172836,276381005,Bowel sounds quiet
4172837,276388004,Craggy prostate
4336678,86944008,Visual field study
4238375,408060004,Ezetimibe 10 mg oral tablet
4172839,276406003,Deposit in urine
4172841,276408002,Stone in urine
4172842,276409005,Mucus in urine
4009006,112149005,Blood group B
4172849,276444007,Generalized pruritus
4172855,276464002,Injury of anus
4172856,276470008,Skin mark
4140090,32798002,Parkinsonism
4172859,276484003,Soiling
437308,195180004,Basilar artery occlusion
437312,131148009,Bleeding
4009031,111183001,Abscess of toe
4041800,118617000,Burkitt's lymphoma (clinical)
4009037,111236008,Compression of spinal nerve root
4303951,418632009,Endometrial disorder
4009040,111246005,Arthrogryposis
4074577,177079006,Admission review
4009044,111278002,Edema of glottis
4205656,438517001,Referral to sleep clinic
4303970,419327006,Endometrial intraepithelial neoplasia
4107364,284251007,Able to make a fist
4107365,284253005,Does make a fist
4336747,232957001,Cardiac support procedure
4303979,419364000,Fluoroscopic angiography of cerebral artery with contrast
4336749,232966002,RVAD - Implantation of right ventricular assist device
437359,82562007,Osteochondritis dissecans
4205680,308923001,Eye symptom
40479859,444566006,Replacement of cardiac pacemaker
4172918,47858001,Tamus communis
4041848,229824005,Positioning patient
4205689,309014007,Referred by physician
4303995,386761002,Local anesthesia
4172927,47885008,Candida tropicalis
4074624,224960004,Tired
4304002,386789004,Eosinophil count above reference range
4074627,224973000,Feeling frustrated
4074628,224974006,Feeling stressed
4074629,224978009,Feeling relief
437382,301830001,Urine finding
4304008,386807006,Memory impairment
4140172,306238000,Referral to Social Services
4041869,167226008,Urine dipstick test
4041870,167227004,MSU = no growth
437390,389087006,Hypoxemia
4140182,306278007,Referral to endocrinologist
4107419,179925005,Distension of joint
4041886,167301002,Urine blood test = ++
437409,127296001,Intracranial injury
4041897,166689004,Serum potassium level above reference range
4140201,306353006,Referral to community-based dietitian
4074668,243161004,Positive end expiratory pressure increased
4238509,58283004,Narrow pulse pressure
4041902,166717003,Serum creatinine above reference range
4205742,326064008,Cabergoline 500 microgram oral tablet
4140212,32931001,Calcification of pleura
4172982,42431005,Nitro Blue tetrazolium assay
4107451,257883005,Lubrication
4172988,424470006,Adenoviridae
4074687,177784006,Decortication of lung
44805311,773611000000105,Complaining of scrotal swelling
4107455,257949002,Tension band wiring of fracture
4336840,87172008,Gram-negative bacillus
437449,397940009,Victim of child abuse
4271313,62988009,Grey Turner's sign
4009170,111385000,Tay-Sachs disease
4173011,276362002,Breathing easily
4173013,276375002,Offensive lochia
4173016,276389007,Small stool
77025,111359004,Diverticulitis of colon
437474,33910007,Postoperative infection
4173025,276433004,Insect bite - wound
4009188,111533001,Vertical nystagmus
4238568,91315004,ABO typing
4238572,91333005,MRI of thoracic spine with contrast
4140271,265723004,Posterior attachment of correctional instrument to spine
4107504,284312000,Able to manipulate objects
4205809,309080005,Thyroid stimulating hormone level above reference range
4107505,284314004,Does manipulate objects
4205810,309083007,Abscess of back
437492,4639008,Glanders
4205812,309087008,Paresthesia of foot
4205813,309089006,Prostate mass
4041973,118138007,Granulocyte count
4205814,309090002,Infection of penis
4205811,309086004,Paresthesia of hand
4041969,118129005,Sample icteric
40479995,441623005,Febuxostat 80 mg oral tablet
4140283,426581005,X-ray of both feet
4041982,11816003,Diet education
4074752,224087003,No relatives
4041987,118177005,Finding of position of fetus
4041989,118190003,Sleep finding
44805381,763301000000108,Admission to nursing home
44805390,763511000000102,Worsening peripheral oedema
4074767,224134001,Lives with children
4074768,224136004,Lives with son
4336913,232595000,Bronchoscopic lavage
77074,57676002,Joint pain
437525,238131007,Overweight
77079,76107001,Spinal stenosis
4042020,230008005,Trunk position finding
437541,23986001,Glaucoma
4042022,230009002,Stoop trunk position
437544,50821009,Arterial retinal branch occlusion
4042024,230012004,Arch trunk position
4304182,103720008,Elevation
40480054,441677009,Imaging of lung
4009274,102535000,Right lateral decubitus position
4304186,10362008,Accessory spleen
4238653,58380004,Pericardiostomy
4009278,102548001,Straining
4074815,24526004,Inflammatory bowel disease
4042048,166783005,Serum albumin within reference range
4173121,42273000,Greasy skin
4205886,323285008,Nicotine (as nicotine polacrilex) 4 mg oral gum chewing gum
4205893,323385006,Modafinil 100 mg oral tablet
4205897,323416001,Penicillin V (as penicillin V potassium) 250 mg oral tablet
4304202,10370003,Rhythm from artificial pacing
4271435,63107007,Visual evoked potential study
4042059,166832000,Serum HDL cholesterol measurement
437579,66657009,Paroxysmal ventricular tachycardia
4304206,103705002,Patient status observation
4042063,16685009,Hypocortisolism secondary to another disorder
4336976,87827003,Isovaleryl-CoA dehydrogenase deficiency
437584,20262006,Ataxia
4007736,205769006,Situs inversus with levocardia
4140371,32937002,Crisis
44805457,763571000000107,Discharge letter given to patient
4173136,42341009,Agnosia
4009303,111556005,Diabetic ketoacidosis without coma
4238682,58535001,Physical AND emotional exhaustion state
4271450,63171007,Acute infectious disease
4009307,111588002,Heparin-induced thrombocytopenia with thrombosis
4140381,330007,Occipital headache
44805470,763871000000109,Osteotomy of bone of foot and fixation
4042079,167026000,Blood oxygen level outside reference range
4042080,167036008,Bone profile
40480101,443111006,Edema of calf
77162,125603006,Injury of ankle
437611,34801009,Ectopic pregnancy
4009322,11179002,"Glycogen storage disease, type IV"
4238713,68248001,Injection of anesthetic agent into pudendal nerve
4107642,284423000,Examination of penis
4304251,419581008,Bizarre dreams
4107649,284448002,Examination of heart
40480130,443138004,Granulomatosis
40480137,443144000,Metastatic sarcoma
437643,22325002,Abnormal gait
4107664,284511008,Difficulty in initiating movement
4238737,91249009,Criminal behavior
4337042,232665001,Chin lift
4337043,232666000,Jaw thrust
4140438,426896000,Chronic hypercapnic respiratory failure
437655,204878001,Undescended testicle
4242214,37910008,Hypermetabolism
4042138,118227000,Vital signs finding
4337050,232697001,Lung reinflation
437663,386661006,Fever
437664,44564008,Loss of voice
4074913,224294005,No formal education
4140448,426948001,Aneurysm of descending aorta
44805539,764551000000100,Does not wish to discuss prognosis
40480160,443165006,Osteoporotic fracture
4009381,102564009,Edema of hand
4042150,118292001,Removal
4009383,102580004,Cough suppression
4140455,426990007,Home oxygen therapy
4009385,102587001,Acute chest pain
4009386,102591006,Chest wall tenderness
4107689,29962006,Handicap
4009388,102601005,Perioral numbness
4140462,427020007,Cerebral vasculitis
4107694,2997006,Martes zibellina
4009391,102619001,Pain in esophagus
4009394,102626001,Liver pain
44805556,764851000000102,Worsening pulmonary oedema
4140472,427046006,Drug-induced pneumonitis
4009404,102659003,Glucose level within reference range
4107710,30189004,Repetitive rocking movements
4042179,118441006,Evacuation of hematoma
